ft,bt,km,transmission,ownerNo,oem,model,modelYear,variantName,price,Registration Year,Insurance_Type,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Mileage kmpl,Engine CC,seater,City
Diesel,SUV,73072,Automatic,1,Tata,Tata Nexon,2020,XZA Plus (O) AMT Diesel,95100.0,2020,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,22.07,1497,5.0,Kolkata
Petrol,Hatchback,37100,Manual,2,Maruti,Maruti Wagon R,2014,VXI,25500.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,21.79,998,,Kolkata
Petrol,Hatchback,61113,Automatic,1,Maruti,Maruti Baleno,2019,1.2 CVT Zeta,66300.0,2019,Zero Dep,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,21.4,1197,5.0,Kolkata
Petrol,Hatchback,47606,Manual,1,Maruti,Maruti Alto 800,2013,LXI,17900.0,2013,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Child Safety Locks,,22.05,796,,Kolkata
Diesel,SUV,30000,Manual,1,Hyundai,Hyundai Creta,2019,1.6 CRDi SX,135000.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,19.67,1582,5.0,Kolkata
Petrol,Hatchback,80000,Automatic,1,Maruti,Maruti Celerio,2015,VXI AT,30000.0,2015,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,,23.1,998,,Kolkata
Diesel,Sedan,40000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2013,C 220 CDI Avantgarde,90000.0,2013,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,19.27,2143,5.0,Kolkata
Diesel,SUV,27000,Manual,1,Jeep,Jeep Compass,2019,2.0 Limited Plus BSIV,155000.0,2019,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.1,1956,5.0,Kolkata
Diesel,SUV,80000,Manual,1,Mahindra,Mahindra XUV500,2019,W11 Option BSIV,135000.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,15.1,2179,7.0,Kolkata
Petrol,Sedan,30000,Manual,1,Tata,Tata Zest,2015,Revotron 1.2 XT,32500.0,2015,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.57,1193,5.0,Kolkata
Diesel,SUV,70000,Manual,1,Mahindra,Mahindra XUV500,2018,W11 BSIV,125000.0,2018,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,15.1,2179,7.0,Kolkata
Diesel,Hatchback,90000,Manual,1,Hyundai,Hyundai Grand i10,2014,CRDi Sportz,27000.0,2014,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player,24.0,1120,,Kolkata
Petrol,Sedan,20000,Manual,1,Maruti,Maruti Swift Dzire,2021,ZXI Plus BSVI,76000.0,2021,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,22.41,1197,5.0,Kolkata
Diesel,Sedan,86947,Automatic,2,Audi,Audi A4,2014,2.0 TDI,100000.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,16.55,1968,5.0,Kolkata
Petrol,SUV,17466,Manual,1,Tata,Tata Nexon,2020,1.2 Revotron XZ,75400.0,2020,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,17.0,1198,,Kolkata
Petrol,SUV,32844,Manual,2,Honda,Honda WR-V,2017,i-VTEC VX,59100.0,2018,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,17.5,1199,5.0,Kolkata
Petrol,MUV,30000,Manual,1,Maruti,Maruti XL6,2020,Alpha,105000.0,2020,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,19.01,1462,6.0,Kolkata
Petrol,Hatchback,78075,Manual,1,Toyota,Toyota Etios Liva,2011,G,19200.0,2011,Comprehensive,,,,,,,,,,18.3,1197,,Kolkata
Petrol,Sedan,36937,Manual,1,Honda,Honda City,2019,i-VTEC V,67900.0,2019,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,17.4,1497,5.0,Kolkata
Petrol,SUV,50000,Manual,1,Honda,Honda WR-V,2017,i-VTEC VX,60000.0,2017,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,17.5,1199,5.0,Kolkata
Petrol,Sedan,25314,Automatic,2,Hyundai,Hyundai Verna,2018,VTVT 1.6 AT SX Option,81000.0,2018,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.0,1591,5.0,Kolkata
Diesel,SUV,51620,Automatic,2,Land Rover,Land Rover Range Rover Evoque,2018,2.0 TD4 SE,340000.0,2018,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,15.68,1999,5.0,Kolkata
Petrol,Sedan,93097,Manual,1,Volkswagen,Volkswagen Vento,2012,Petrol Comfortline,28700.0,2012,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Child Safety Locks,Cd Player,15.04,1598,5.0,Kolkata
Petrol,Hatchback,76672,Manual,3,Maruti,Maruti Wagon R,2010,VXI Minor,14000.0,2010,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,18.9,998,5.0,Kolkata
Diesel,Sedan,42000,Manual,2,Honda,Honda City,2015,i DTEC VX Option,52500.0,2015,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,25.1,1498,5.0,Kolkata
Diesel,Sedan,44226,Automatic,3,BMW,BMW 6 Series,2018,GT 630d Luxury Line,390000.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,17.09,2993,4.0,Kolkata
Petrol,Sedan,30000,Manual,2,Ford,Ford Fiesta,2009,1.6 SXI ABS Duratec,12000.0,2009,Third Party insurance,,,,,,,,,,15.3,1596,,Kolkata
Petrol,Hatchback,40000,Manual,1,Volkswagen,Volkswagen Polo,2013,1.2 MPI Comfortline,20000.0,2013,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,16.47,1198,,Kolkata
Diesel,SUV,13400,Automatic,1,Jeep,Jeep Meridian,2022,Limited Opt AT 4x4 BSVI,325000.0,2022,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,15.7,1956,7.0,Kolkata
Petrol,Hatchback,19720,Manual,1,Renault,Renault KWID,2019,1.0 RXT Optional,34000.0,2019,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,23.01,999,,Kolkata
Petrol,SUV,4732,Automatic,1,Maruti,Maruti Grand Vitara,2023,Alpha Plus Hybrid CVT DT BSVI,190000.0,2023,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,27.97,1490,5.0,Kolkata
Petrol,SUV,38380,Automatic,1,MG,MG Hector Plus,2021,Sharp DCT,150000.0,2021,Comprehensive,Power Windows Front,Power Windows Rear,Leather Seats,Leather Steering Wheel,Fog Lights Front,Fog Lights Rear,Anti Lock Braking System,Brake Assist,Radio,11.67,1451,6.0,Kolkata
Diesel,SUV,67357,Manual,1,Mahindra,Mahindra Scorpio,2010,LX,29500.0,2010,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,,12.05,2179,9.0,Kolkata
Petrol,Hatchback,40000,Manual,1,Maruti,Maruti Zen Estilo,2010,LXI,99000.0,2010,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Fabric Upholstery,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,,19.0,998,5.0,Kolkata
Petrol,Hatchback,35912,Manual,1,Tata,Tata Tiago,2019,XM,35700.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,,23.84,1199,,Kolkata
Petrol,Hatchback,22343,Manual,1,Maruti,Maruti Baleno,2019,1.2 Delta,54400.00000000001,2019,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,21.4,1197,,Kolkata
Petrol,Hatchback,10000,Manual,1,Hyundai,Hyundai EON,2013,D Lite Plus,21000.0,2013,Third Party insurance,Power Steering,Remote Trunk Opener,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Child Safety Locks,Day Night Rear View Mirror,,21.1,814,,Kolkata
Diesel,SUV,85735,Manual,2,Renault,Renault Duster,2015,110PS Diesel RXZ Option,41300.0,2015,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,19.64,1461,5.0,Kolkata
Petrol,Hatchback,42792,Manual,1,Maruti,Maruti Alto K10,2011,LXI,14000.0,2011,Comprehensive,Power Steering,Remote Trunk Opener,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Child Safety Locks,,24.39,998,,Kolkata
Diesel,SUV,42503,Manual,1,Mahindra,Mahindra Scorpio,2020,S5,119500.0,2020,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,,2179.0,136.78,,Kolkata
Petrol,Hatchback,96609,Manual,2,Maruti,Maruti Ritz,2011,LXi,14000.0,2011,Comprehensive,Power Steering,Remote Trunk Opener,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,,18.5,1197,,Kolkata
Diesel,Hatchback,78990,Manual,1,Honda,Honda Jazz,2015,1.5 S i DTEC,25000.0,2015,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,27.3,1498,,Kolkata
Petrol,Sedan,51618,Manual,2,Honda,Honda City,2016,i VTEC V,42900.0,2016,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.8,1497,5.0,Kolkata
Diesel,SUV,83508,Manual,2,Mahindra,Mahindra XUV500,2019,W11 BSIV,111100.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,15.1,2179,7.0,Kolkata
Petrol,Hatchback,40000,Manual,1,Hyundai,Hyundai Santro Xing,2007,GLS,10000.0,2007,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Cd Player,17.92,1086,5.0,Kolkata
Petrol,Sedan,60000,Automatic,2,Skoda,Skoda Superb,2010,1.8 TSI,26500.0,2010,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,12.6,1798,5.0,Kolkata
Petrol,SUV,25000,Automatic,1,Mahindra,Mahindra XUV300,2021,W8 Option AMT BSVI,102500.0,2021,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,16.5,1197,5.0,Kolkata
Petrol,Hatchback,14636,Manual,1,Hyundai,Hyundai i20,2022,Asta Opt BSVI,85500.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,21.0,1197,5.0,Kolkata
Diesel,SUV,80000,Manual,2,Mahindra,Mahindra XUV500,2016,W8 2WD,70000.0,2016,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,16.0,2179,7.0,Kolkata
Petrol,Sedan,20000,Automatic,1,Honda,Honda Amaze,2021,VX CVT BSVI,83000.0,2021,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,18.3,1199,5.0,Kolkata
Petrol,Sedan,20000,Manual,1,Hyundai,Hyundai Aura,2020,SX Option,69100.0,2020,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,20.5,1197,5.0,Kolkata
Petrol,Sedan,13000,Manual,1,Hyundai,Hyundai Verna,2018,VTVT 1.6 SX,79900.0,2018,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.0,1591,5.0,Kolkata
Diesel,SUV,22000,Manual,1,Jeep,Jeep Compass,2019,2.0 Limited Plus BSIV,155000.0,2019,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.1,1956,5.0,Kolkata
Petrol,Sedan,20000,Manual,1,Maruti,Maruti Swift Dzire,2021,ZXI Plus BSVI,75000.0,2021,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,22.41,1197,5.0,Kolkata
Petrol,Hatchback,59005,Manual,1,Hyundai,Hyundai Santro Xing,2014,GLS,17800.0,2014,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Cd Player,17.92,1086,5.0,Kolkata
Petrol,Hatchback,71156,Manual,2,Maruti,Maruti Swift,2010,LXI,16299.999999999998,2010,Third Party,Power Steering,Low Fuel Warning Light,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,,22.38,1197,,Kolkata
Petrol,Sedan,50000,Manual,1,Honda,Honda City,2018,i-VTEC V,66200.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,17.4,1497,5.0,Kolkata
Petrol,Hatchback,2707,Manual,1,Maruti,Maruti Alto 800,2019,LXI,28000.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Child Safety Locks,,22.05,796,,Kolkata
Petrol,Hatchback,78211,Manual,1,Hyundai,Hyundai Santro,2020,Era Executive,37200.0,2020,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Child Safety Locks,,20.3,1086,,Kolkata
Diesel,Sedan,67793,Manual,1,Hyundai,Hyundai Verna,2017,CRDi 1.6 EX,60000.0,2017,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,22.0,1582,,Kolkata
Diesel,Hatchback,48548,Manual,1,Tata,Tata Tiago,2017,1.05 Revotorq XM,31100.0,2017,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,,27.28,1047,,Kolkata
Diesel,Sedan,150000,Manual,1,Ford,Ford Fiesta Classic,2013,1.4 Duratorq Titanium,20000.0,2013,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,19.68,1399,5.0,Kolkata
Petrol,Hatchback,46559,Manual,1,Maruti,Maruti A-Star,2010,Vxi,16200.000000000002,2010,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,19.0,998,5.0,Kolkata
Petrol,SUV,93177,Manual,1,Hyundai,Hyundai Creta,2015,1.6 VTVT S,52699.99999999999,2015,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,15.29,1591,,Kolkata
Diesel,Sedan,60000,Automatic,3,Hyundai,Hyundai Elantra,2017,1.6 SX Option AT,80000.0,2017,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,18.23,1582,5.0,Kolkata
Diesel,SUV,60001,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2017,220d 4MATIC Sport,275000.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,17.9,2143,5.0,Kolkata
Petrol,Hatchback,45000,Manual,1,Maruti,Maruti Swift,2014,VXI,29900.000000000004,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,,18.6,1197,5.0,Kolkata
Petrol,Sedan,10000,Automatic,1,Hyundai,Hyundai Aura,2022,S AMT,72500.0,2022,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,20.1,1197,,Kolkata
Petrol,Sedan,40000,Manual,3,Hyundai,Hyundai Verna,2018,VTVT 1.4 E,60000.0,2018,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,,19.1,1368,,Kolkata
Diesel,Sedan,38506,Automatic,1,Hyundai,Hyundai Verna,2019,CRDi 1.6 AT SX Plus,90000.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,22.0,1582,5.0,Kolkata
Petrol,Sedan,60000,Manual,1,Honda,Honda Amaze,2015,E i-Vtech,27500.0,2015,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,,18.0,1198,,Kolkata
Petrol,Hatchback,10000,Automatic,1,Renault,Renault KWID,2021,Climber 1.0 AMT Opt,48000.0,2021,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,22.0,999,,Kolkata
Petrol,Hatchback,50000,Manual,1,Hyundai,Hyundai i10,2008,Era 1.1,13000.0,2008,Third Party insurance,Power Steering,Remote Trunk Opener,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,,19.81,1086,,Kolkata
