ft,km,transmission,ownerNo,oem,model,modelYear,variantName,price,Mileage kmpl,Engine CC,seater,City
Petrol,60000,Manual,1,Maruti,Maruti Wagon R,2013,LXI BS IV,15000.0,20.51,998.0,3.0,Kolkata
Petrol,12059,Manual,1,Skoda,Skoda Kushaq,2021,1.0 TSI Style BSVI,137500.0,19.2,999.0,5.0,Kolkata
Petrol,10000,Manual,1,Tata,Tata Tiago,2021,XZ Plus BSVI,52000.0,19.01,1199.0,5.0,Kolkata
Diesel,47000,Manual,1,Mahindra,Mahindra Scorpio,2018,S3 9 Seater BSIV,92500.0,15.4,2523.0,3.0,Kolkata
Diesel,20000,Manual,1,Renault,Renault Duster,2018,110PS Diesel RxZ,65000.0,19.6,1461.0,5.0,Kolkata
Petrol,37000,Manual,1,Maruti,Maruti Swift Dzire,2013,VXI,28500.0,19.1,1197.0,5.0,Kolkata
Petrol,9520,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,Asta,72800.0,20.7,1197.0,5.0,Kolkata
Petrol,100000,Manual,1,Chevrolet,Chevrolet Sail,2016,1.2 LS ABS,21000.0,18.2,1199.0,3.0,Kolkata
Cng,22577,Manual,1,Hyundai,Hyundai Santro,2022,Sportz Executive CNG,53500.0,30.48,1086.0,3.0,Kolkata
Petrol,9902,Manual,1,Hyundai,Hyundai i20,2021,Asta Turbo iMT,82400.0,20.0,998.0,5.0,Kolkata
Petrol,70000,Manual,1,Ford,Ford Ecosport,2016,1.5 Petrol Titanium Plus BSIV,50000.0,17.0,1497.0,5.0,Kolkata
Petrol,20101,Manual,1,Hyundai,Hyundai Grand i10,2020,1.2 Kappa Magna BSIV,52600.0,18.9,1197.0,3.0,Kolkata
Petrol,120000,Manual,1,Skoda,Skoda Fabia,2011,1.2 MPI Elegance,18000.0,16.25,1198.0,5.0,Kolkata
Petrol,15258,Manual,1,Tata,Tata Nexon,2021,XZ Plus S BSVI,97000.0,17.33,1199.0,5.0,Kolkata
Petrol,36397,Automatic,1,Hyundai,Hyundai Venue,2020,SX Plus Turbo DCT BSIV,95100.0,18.15,998.0,5.0,Kolkata
Petrol,120000,Manual,1,Skoda,Skoda Fabia,2011,1.2 MPI Elegance,18000.0,16.25,1198.0,5.0,Kolkata
Diesel,52000,Automatic,1,BMW,BMW 3 Series,2012,320d Sedan,97500.0,16.07,1995.0,5.0,Kolkata
Diesel,51900,Automatic,1,Mercedes-Benz,Mercedes-Benz GLA Class,2019,200 d Sport,225000.0,17.9,2143.0,5.0,Kolkata
Petrol,70000,Automatic,1,Honda,Honda City,2017,i-VTEC CVT ZX,75000.0,18.0,1497.0,5.0,Kolkata
Petrol,10000,Automatic,1,Jeep,Jeep Compass,2022,Model S DCT BSVI,265000.0,14.1,1368.0,5.0,Kolkata
Diesel,30000,Automatic,1,BMW,BMW X1,2016,sDrive 20d M Sport,195000.0,17.05,1995.0,5.0,Kolkata
Petrol,23303,Manual,2,Hyundai,Hyundai Creta,2019,1.6 VTVT SX Plus,93000.0,13.0,1591.0,5.0,Kolkata
Petrol,30000,Automatic,2,MG,MG Hector,2020,Sharp DCT,149900.0,13.96,1451.0,5.0,Kolkata
Diesel,70000,Manual,2,Mahindra,Mahindra XUV500,2017,W4,85000.0,16.0,2179.0,3.0,Kolkata
Petrol,50000,Manual,2,Hyundai,Hyundai Creta,2019,1.6 VTVT SX Plus,102000.0,13.0,1591.0,5.0,Kolkata
Petrol,11326,Manual,1,Maruti,Maruti Swift,2019,ZXI Plus,61400.0,21.21,1197.0,5.0,Kolkata
Petrol,23609,Manual,1,Maruti,Maruti Swift,2020,ZXI Plus,63000.0,21.21,1197.0,5.0,Kolkata
Petrol,30000,Manual,2,Maruti,Maruti Celerio,2016,VXI,32000.0,23.1,998.0,3.0,Kolkata
Petrol,60533,Manual,1,Hyundai,Hyundai Santro Xing,2014,GLS,24100.0,17.92,1086.0,5.0,Kolkata
Petrol,46328,Manual,1,Maruti,Maruti Ciaz,2016,VXi,51300.0,20.73,1373.0,3.0,Kolkata
Petrol,60000,Automatic,1,MG,MG Hector Plus,2020,Smart DCT,155000.0,11.67,1451.0,6.0,Kolkata
Petrol,31745,Automatic,1,Hyundai,Hyundai Venue,2019,SX Plus Turbo DCT BSIV,100600.0,18.15,998.0,5.0,Kolkata
Diesel,78668,Automatic,3,Toyota,Toyota Fortuner,2012,4x2 AT,107500.0,12.55,2982.0,7.0,Kolkata
Petrol,3115,Manual,1,Renault,Renault Kiger,2021,RXZ,71800.0,19.17,999.0,5.0,Kolkata
Petrol,8940,Automatic,1,Maruti,Maruti Celerio,2022,ZXI Plus AMT BSVI,63500.0,26.0,998.0,5.0,Kolkata
Petrol,10000,Manual,1,Hyundai,Hyundai Grand i10,2015,Asta,47500.0,18.9,1197.0,5.0,Kolkata
Petrol,40000,Manual,3,Hyundai,Hyundai Xcent,2014,1.2 Kappa S,30500.0,19.1,1197.0,3.0,Kolkata
Petrol,45652,Manual,1,Honda,Honda City,2018,i VTEC VX,75500.0,17.8,1497.0,5.0,Kolkata
Petrol,30000,Manual,1,Maruti,Maruti Ciaz,2019,Alpha BSIV,80000.0,21.56,1462.0,5.0,Kolkata
Petrol,85033,Automatic,4,Jaguar,Jaguar XJ,2015,2.0L Portfolio LWB,180000.0,9.4,1999.0,5.0,Kolkata
Petrol,30000,Manual,1,Hyundai,Hyundai Grand i10,2017,Magna,45000.0,18.9,1197.0,3.0,Kolkata
Petrol,70000,Manual,1,Hyundai,Hyundai i20,2011,1.2 Magna,29000.0,18.5,1197.0,5.0,Kolkata
Petrol,17200,Manual,1,Maruti,Maruti Swift,2019,VXI,58000.0,22.0,1197.0,3.0,Kolkata
Petrol,18255,Manual,1,Honda,Honda City,2015,VX MT,60000.0,17.4,1497.0,5.0,Kolkata
Petrol,80000,Manual,2,Toyota,Toyota Corolla Altis,2015,GL MT,59500.0,14.28,1798.0,5.0,Kolkata
Petrol,6398,Manual,1,Maruti,Maruti Celerio,2022,ZXI BSVI,54600.0,25.24,998.0,3.0,Kolkata
Petrol,45739,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2020,AMT Sportz,58800.0,20.7,1197.0,5.0,Kolkata
Diesel,46000,Manual,1,Toyota,Toyota Fortuner,2016,4x4 MT,230000.0,12.55,2982.0,7.0,Kolkata
Petrol,35254,Manual,1,Honda,Honda BR-V,2016,i-VTEC S MT,49900.0,15.4,1497.0,3.0,Kolkata
Petrol,41334,Manual,1,Toyota,Toyota Yaris,2018,V,62300.00000000001,17.1,1496.0,5.0,Kolkata
Petrol,51463,Manual,1,Honda,Honda Brio,2014,S MT,30000.0,19.4,1198.0,3.0,Kolkata
Petrol,29478,Manual,1,Maruti,Maruti Alto 800,2019,VXI BSIV,33800.0,24.7,796.0,3.0,Kolkata
Diesel,85101,Manual,1,Toyota,Toyota Innova Crysta,2019,2.4 ZX MT,175000.0,13.68,2393.0,7.0,Kolkata
Petrol,6903,Manual,1,Maruti,Maruti S-Presso,2022,VXI Plus 2019-2022,44300.0,21.7,998.0,3.0,Kolkata
Petrol,57602,Manual,2,Hyundai,Hyundai i10,2013,Sportz,21300.0,20.36,1197.0,5.0,Kolkata
Diesel,52047,Automatic,2,Porsche,Porsche Panamera,2013,Diesel,315000.0,7.5,4806.0,4.0,Kolkata
Diesel,71742,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2017,250d,370000.0,17.9,2143.0,5.0,Kolkata
Petrol,413,Automatic,1,Volvo,Volvo XC40,2023,B4 Ultimate BSVI,445000.0,12.18,1969.0,5.0,Kolkata
Petrol,10000,Manual,1,Maruti,Maruti Alto 800,2015,LXI,23400.0,22.74,796.0,3.0,Kolkata
Petrol,50000,Manual,1,Hyundai,Hyundai i10,2009,Era 1.1,14000.0,19.81,1086.0,3.0,Kolkata
Petrol,18000,Automatic,1,Maruti,Maruti Baleno,2018,1.2 CVT Delta,53400.0,21.4,1197.0,3.0,Kolkata
Petrol,32000,Automatic,1,Maruti,Maruti Wagon R,2018,AMT VXI Option,38000.0,20.51,998.0,3.0,Kolkata
Diesel,42000,Manual,1,Ford,Ford Ecosport,2018,1.5 Diesel Ambiente BSIV,56500.0,23.0,1498.0,3.0,Kolkata
Petrol,45000,Manual,1,Honda,Honda City,2014,i VTEC S,38100.0,17.4,1497.0,3.0,Kolkata
Petrol,29000,Automatic,1,Honda,Honda City,2018,VX CVT,74900.0,18.4,1498.0,5.0,Kolkata
Petrol,19675,Manual,2,Maruti,Maruti Ertiga,2012,ZXI,42600.0,20.51,1462.0,7.0,Kolkata
Petrol,20378,Automatic,1,Hyundai,Hyundai i20,2021,Asta Opt Turbo DCT BSVI,87700.0,20.28,998.0,5.0,Kolkata
Petrol,10000,Automatic,1,Skoda,Skoda Kushaq,2022,1.0 TSI Ambition AT BSVI,140000.0,17.2,999.0,5.0,Kolkata
Petrol,33683,Manual,1,Hyundai,Hyundai i10,2015,Era,33500.0,19.81,1086.0,3.0,Kolkata
Petrol,18518,Manual,1,Maruti,Maruti S-Presso,2021,VXI 2019-2022,41400.0,21.7,998.0,3.0,Kolkata
Petrol,36000,Manual,1,Maruti,Maruti Wagon R,2016,VXI,32100.0,18.9,998.0,5.0,Kolkata
Petrol,30791,Manual,2,Maruti,Maruti Alto K10,2019,VXI Optional,32300.0,23.95,998.0,3.0,Kolkata
Petrol,18000,Manual,1,Maruti,Maruti Ertiga,2021,VXI,92500.0,19.01,1462.0,3.0,Kolkata
Petrol,14447,Manual,1,Maruti,Maruti Alto 800,2020,VXI BSVI,34500.0,22.05,796.0,3.0,Kolkata
Petrol,19991,Manual,2,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,45400.0,18.9,1197.0,3.0,Kolkata
Petrol,24000,Manual,1,Hyundai,Hyundai EON,2016,Magna Plus Option,25900.0,21.1,814.0,3.0,Kolkata
Diesel,41000,Manual,1,Mahindra,Mahindra Bolero,2019,SLE,67500.0,15.96,2523.0,3.0,Kolkata
Diesel,45000,Manual,1,Audi,Audi Q3,2015,30 TDI,109500.0,17.32,1968.0,5.0,Kolkata
Petrol,10177,Automatic,1,Hyundai,Hyundai Alcazar,2021,Signature 7-Seater AT,187500.0,14.2,1999.0,7.0,Kolkata
Petrol,35444,Manual,1,Hyundai,Hyundai Grand i10,2013,Asta Option,32500.0,18.9,1197.0,5.0,Kolkata
Petrol,35000,Manual,1,Hyundai,Hyundai Grand i10,2017,Asta Option,41500.0,18.9,1197.0,5.0,Kolkata
Diesel,40000,Manual,1,Toyota,Toyota Innova Crysta,2019,2.4 VX MT BSIV,169500.0,13.68,2393.0,7.0,Kolkata
Diesel,49040,Manual,1,Hyundai,Hyundai Grand i10,2016,CRDi Sportz,36500.0,24.0,1120.0,3.0,Kolkata
Petrol,40000,Manual,2,Maruti,Maruti Alto,2007,LX,98000.0,19.7,796.0,5.0,Kolkata
Petrol,49546,Manual,1,Maruti,Maruti Alto K10,2019,VXI,33300.0,23.95,998.0,3.0,Kolkata
Petrol,38698,Manual,1,Maruti,Maruti Swift Dzire,2014,VXI,40599.99999999999,22.41,1197.0,3.0,Kolkata
Petrol,32814,Manual,1,Honda,Honda City,2018,V MT,67500.0,17.4,1497.0,5.0,Kolkata
Petrol,14642,Manual,1,Hyundai,Hyundai Xcent,2015,1.2 Kappa S,32900.0,19.1,1197.0,3.0,Kolkata
Petrol,33429,Manual,1,Maruti,Maruti Alto 800,2017,LXI,27900.0,24.7,796.0,3.0,Kolkata
Petrol,36448,Manual,2,Hyundai,Hyundai Sonata,2012,2.4 GDi MT,29900.000000000004,13.44,2359.0,5.0,Kolkata
Petrol,30739,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,Sportz,62200.0,20.7,1197.0,5.0,Kolkata
Petrol,21300,Manual,1,Hyundai,Hyundai i20,2021,Asta Opt,79800.0,21.0,1197.0,5.0,Kolkata
Petrol,13463,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,Sportz Dual Tone,61800.0,20.7,1197.0,5.0,Kolkata
Petrol,15477,Automatic,1,Maruti,Maruti S-Presso,2019,VXI Plus AT 2019-2022,43099.99999999999,21.7,998.0,3.0,Kolkata
Petrol,33000,Automatic,1,Maruti,Maruti Wagon R,2018,AMT VXI Option,41500.0,20.51,998.0,3.0,Kolkata
Petrol,50000,Manual,2,Hyundai,Hyundai i10,2010,Sportz 1.2,18000.0,20.36,1197.0,5.0,Kolkata
Petrol,15766,Automatic,1,Audi,Audi Q2,2021,Premium,370000.0,1984.0,187.74,3.0,Kolkata
Diesel,28895,Automatic,1,Hyundai,Hyundai Alcazar,2021,Platinum Diesel AT,167500.0,18.1,1493.0,6.0,Kolkata
Petrol,10000,Manual,1,Maruti,Maruti Baleno,2019,1.2 Delta,62000.0,21.4,1197.0,3.0,Kolkata
Diesel,50000,Manual,1,Volkswagen,Volkswagen Vento,2015,1.5 TDI Comfortline,38000.0,20.34,1498.0,5.0,Kolkata
Diesel,70000,Automatic,2,Mahindra,Mahindra XUV500,2016,AT W10 1.99 mHawk,84000.0,16.0,1997.0,7.0,Kolkata
Diesel,24600,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,Progressive C 220d,350000.0,12.6,1950.0,5.0,Kolkata
Diesel,10711,Manual,1,Mahindra,Mahindra Thar,2023,LX 4-Str Hard Top Diesel BSVI,155000.0,15.2,2184.0,4.0,Kolkata
Petrol,90000,Manual,1,Maruti,Maruti Ertiga,2018,VXI Limited Edition,60000.0,17.5,1373.0,3.0,Kolkata
Petrol,19712,Manual,1,Hyundai,Hyundai Venue,2020,SX Turbo,86800.0,18.27,998.0,3.0,Kolkata
Petrol,31772,Automatic,1,Honda,Honda City,2019,i-VTEC CVT ZX,91700.0,18.0,1497.0,5.0,Kolkata
Diesel,150000,Manual,1,Hindustan Motors,Ambassador,2013,Grand 1500 DSZ BSIII,10000.0,12.8,1995.0,5.0,Kolkata
Petrol,31055,Manual,1,Hyundai,Hyundai Verna,2019,VTVT 1.6 SX,86700.0,17.0,1591.0,5.0,Kolkata
Petrol,25695,Manual,1,Renault,Renault Duster,2021,RXS,82700.0,16.42,1498.0,3.0,Kolkata
Petrol,20000,Manual,1,Maruti,Maruti S-Presso,2021,VXI Plus 2019-2022,42000.0,21.7,998.0,3.0,Kolkata
Diesel,24181,Manual,1,Mahindra,Mahindra XUV300,2019,W8 Diesel BSIV,94200.0,20.0,1497.0,5.0,Kolkata
Diesel,70000,Automatic,1,Kia,Kia Seltos,2020,GTX Plus Diesel AT,130000.0,18.0,1493.0,5.0,Kolkata
Petrol,42970,Manual,1,Renault,Renault Duster,2020,RXZ,80399.99999999999,16.42,1498.0,5.0,Kolkata
Petrol,12541,Manual,2,Maruti,Maruti Alto,2012,LXi,17900.0,19.7,796.0,5.0,Kolkata
Petrol,10000,Manual,1,Hyundai,Hyundai i20,2019,Petrol Spotz,55000.0,18.6,1197.0,3.0,Kolkata
Petrol,10000,Manual,2,Hyundai,Hyundai Grand i10 Nios,2021,Sportz,65000.0,20.7,1197.0,5.0,Kolkata
Petrol,49817,Manual,1,Honda,Honda City,2015,V MT,44900.0,16.8,1497.0,5.0,Kolkata
Petrol,10000,Manual,2,Hyundai,Hyundai Grand i10 Nios,2021,Sportz,65000.0,20.7,1197.0,5.0,Kolkata
Petrol,30000,Manual,2,Renault,Renault KWID,2016,1.0 RXT,25000.0,23.01,999.0,3.0,Kolkata
Petrol,10000,Manual,2,Tata,Tata Nexon,2022,XZ Plus BSVI,82100.00000000001,17.33,1199.0,5.0,Kolkata
Diesel,20000,Manual,1,Hyundai,Hyundai Grand i10,2013,CRDi Sportz,30000.0,24.0,1120.0,3.0,Kolkata
Petrol,10000,Manual,2,Maruti,Maruti XL6,2021,Alpha,95000.0,19.01,1462.0,6.0,Kolkata
Diesel,80000,Manual,2,Mahindra,Mahindra XUV500,2015,W10 1.99 mHawk,70000.0,16.0,1997.0,7.0,Kolkata
Diesel,70000,Manual,2,Hyundai,Hyundai Xcent,2014,1.1 CRDi S Option,28000.0,24.4,1120.0,5.0,Kolkata
Petrol,6347,Manual,1,Maruti,Maruti Swift,2020,ZXI Plus,66300.0,21.21,1197.0,5.0,Kolkata
Petrol,19437,Automatic,2,Maruti,Maruti Ignis,2019,1.2 AMT Delta BSIV,55900.0,20.89,1197.0,3.0,Kolkata
Diesel,61262,Manual,1,Maruti,Maruti Swift,2019,VDI,50000.0,28.4,1248.0,3.0,Kolkata
Petrol,6059,Manual,1,Tata,Tata Nexon,2021,XZ Plus S BSVI,93400.0,17.33,1199.0,5.0,Kolkata
Diesel,9134,Manual,1,Tata,Tata Altroz,2022,XZ Plus Dark Edition Diesel BSVI,91400.0,23.64,1497.0,5.0,Kolkata
Petrol,23092,Manual,1,Maruti,Maruti Baleno,2022,1.2 Alpha,84000.0,21.4,1197.0,5.0,Kolkata
Diesel,33937,Manual,1,Tata,Tata Altroz,2020,XZ Diesel BSVI,68400.0,23.64,1497.0,5.0,Kolkata
Petrol,20000,Manual,1,Maruti,Maruti Ciaz,2015,VXi,52400.0,20.73,1373.0,3.0,Kolkata
Petrol,49134,Manual,1,Toyota,Toyota Etios Liva,2017,1.2 V,44200.0,17.71,1197.0,3.0,Kolkata
Petrol,71900,Manual,2,Maruti,Maruti Ritz,2010,VXI,19200.0,21.1,1197.0,5.0,Kolkata
Petrol,20000,Manual,1,Maruti,Maruti Wagon R,2020,VXI Opt,58000.0,21.79,998.0,3.0,Kolkata
Diesel,20000,Automatic,1,BMW,BMW 5 Series,2019,520d Luxury Line,380000.0,18.12,1995.0,5.0,Kolkata
Petrol,10000,Automatic,1,Honda,Honda Amaze,2021,VX CVT Petrol,82899.99999999999,18.3,1199.0,5.0,Kolkata
Diesel,22336,Automatic,1,Ford,Ford Endeavour,2017,3.2 Titanium AT 4X4,264900.0,10.91,3198.0,7.0,Kolkata
Diesel,30000,Automatic,1,BMW,BMW X1,2016,xDrive 20d M Sport,195000.0,20.68,1995.0,5.0,Kolkata
Petrol,10000,Manual,2,Hyundai,Hyundai i20,2019,Petrol Spotz,60000.0,18.6,1197.0,3.0,Kolkata
Petrol,48384,Manual,1,Honda,Honda City,2019,i-VTEC V,77500.0,17.4,1497.0,5.0,Kolkata
Petrol,32000,Automatic,1,MG,MG Hector,2019,Sharp AT BSIV,136500.0,13.96,1451.0,5.0,Kolkata
Petrol,20000,Manual,1,Skoda,Skoda Rapid,2020,Monte Carlo 1.6 MPI BSIV,85000.0,14.3,1598.0,5.0,Kolkata
Petrol,56023,Manual,1,Toyota,Toyota Etios,2015,1.5 G,43500.0,16.78,1496.0,3.0,Kolkata
Diesel,60840,Manual,2,Hyundai,Hyundai Elantra,2019,1.6 SX,95600.0,22.54,1582.0,5.0,Kolkata
Petrol,18984,Automatic,1,Nissan,Nissan Micra,2017,XL CVT,43099.99999999999,19.34,1198.0,3.0,Kolkata
Petrol,50000,Manual,1,Maruti,Maruti Ertiga,2014,VXI ABS,57500.0,16.02,1373.0,3.0,Kolkata
Diesel,115173,Manual,1,Tata,Tata Zest,2017,Quadrajet 1.3 75PS XM,43200.0,22.95,1248.0,3.0,Kolkata
Petrol,26251,Manual,1,Maruti,Maruti Alto K10,2014,2010-2014 VXI,25500.0,20.92,998.0,5.0,Kolkata
Diesel,35700,Automatic,2,Mercedes-Benz,Mercedes-Benz GLA Class,2015,200 CDI SPORT,167500.0,17.9,2143.0,5.0,Kolkata
Petrol,6230,Automatic,2,Maruti,Maruti S-Presso,2021,VXI AT 2019-2022,47900.0,21.7,998.0,3.0,Kolkata
Petrol,30000,Manual,1,Tata,Tata Nexon,2020,XM S BSVI,76300.0,17.33,1199.0,3.0,Kolkata
Petrol,25228,Automatic,1,Honda,Honda Amaze,2022,VX CVT BSVI,84600.00000000001,18.3,1199.0,5.0,Kolkata
Petrol,46717,Manual,1,Hyundai,Hyundai Creta,2019,1.6 SX,99900.0,15.8,1591.0,5.0,Kolkata
Petrol,20000,Manual,1,Hyundai,Hyundai i10,2013,Sportz,28000.0,20.36,1197.0,5.0,Kolkata
Petrol,120000,Automatic,1,Maruti,Maruti Ertiga,2018,VXI AT Petrol,77500.0,18.69,1462.0,3.0,Kolkata
Diesel,65000,Manual,1,Skoda,Skoda Rapid,2014,1.6 TDI Active Plus,35000.0,20.5,1598.0,5.0,Kolkata
Petrol,91000,Manual,1,Honda,Honda Amaze,2018,VX Petrol BSIV,44500.0,19.5,1199.0,5.0,Kolkata
Petrol,45000,Manual,1,Hyundai,Hyundai i20 Active,2017,1.2 SX,50000.0,17.19,1197.0,5.0,Kolkata
Petrol,30000,Automatic,1,Mercedes-Benz,Mercedes-Benz AMG GT,2016,S,210000.0,12.65,3982.0,2.0,Kolkata
Petrol,30000,Manual,1,Maruti,Maruti Ciaz,2019,Alpha BSIV,82500.0,21.56,1462.0,5.0,Kolkata
Petrol,60000,Manual,1,Maruti,Maruti Baleno,2017,1.2 Alpha,51000.0,21.4,1197.0,5.0,Kolkata
Petrol,56000,Manual,1,Toyota,Toyota Etios,2014,G,32500.0,16.78,1496.0,5.0,Kolkata
Petrol,54419,Manual,1,Hyundai,Hyundai Verna,2016,1.6 VTVT S,50000.0,17.01,1591.0,3.0,Kolkata
Petrol,22746,Automatic,1,Renault,Renault Triber,2020,RXZ EASY-R AMT BSVI,64000.0,18.2,999.0,3.0,Kolkata
Petrol,5385,Manual,1,Maruti,Maruti Alto 800,2020,LXI,33400.0,22.05,796.0,3.0,Kolkata
Diesel,40375,Automatic,1,Audi,Audi A6,2014,2.0 TDI,125000.0,17.68,1968.0,5.0,Kolkata
Petrol,10837,Automatic,1,Hyundai,Hyundai i20,2020,Asta Turbo DCT,77400.0,20.28,998.0,5.0,Kolkata
Petrol,4521,Manual,1,Maruti,Maruti Alto 800,2020,LXI,32599.999999999996,22.05,796.0,3.0,Kolkata
Diesel,25990,Automatic,2,BMW,BMW 3 Series,2019,320d Luxury Line,240000.0,22.69,1995.0,5.0,Kolkata
Petrol,6805,Manual,1,Maruti,Maruti Swift Dzire,2021,VXI BSVI,63400.0,22.41,1197.0,3.0,Kolkata
Diesel,47000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2011,C 250 CDI Elegance,82500.0,14.94,2143.0,5.0,Kolkata
Petrol,23733,Automatic,1,Maruti,Maruti S-Presso,2021,VXI Plus AT 2019-2022,45800.0,21.7,998.0,3.0,Kolkata
Petrol,9473,Manual,1,Maruti,Maruti S-Presso,2021,VXI 2019-2022,41400.0,21.7,998.0,3.0,Kolkata
Diesel,150000,Manual,1,Renault,Renault Duster,2013,110PS Diesel RxL,31000.0,19.01,1461.0,5.0,Kolkata
Petrol,70000,Automatic,2,Hyundai,Hyundai Xcent,2015,1.2 Kappa AT SX Option,45000.0,16.9,1197.0,5.0,Kolkata
Diesel,38200,Automatic,2,Volvo,Volvo XC60,2019,Inscription D5 BSIV,449500.0,11.2,1969.0,5.0,Kolkata
Diesel,76187,Automatic,1,Mahindra,Mahindra Alturas G4,2020,4X4 AT,202500.0,12.05,2157.0,7.0,Kolkata
Diesel,40000,Automatic,1,BMW,BMW X3,2016,xDrive30d M Sport,246000.0,16.55,2993.0,5.0,Kolkata
Petrol,89398,Automatic,3,Honda,Honda New Accord,2008,2.4 A/T,50000.0,11.7,2354.0,5.0,Kolkata
Petrol,50000,Manual,1,Hyundai,Hyundai Verna,2018,VTVT 1.6 SX Option,90000.0,17.0,1591.0,5.0,Kolkata
Petrol,70000,Automatic,3,Toyota,Toyota Camry,2014,Hybrid,120000.0,19.16,2494.0,5.0,Kolkata
Diesel,37000,Manual,1,Mahindra,Mahindra TUV 300,2017,T4,40000.0,18.49,1493.0,3.0,Kolkata
Petrol,42000,Manual,2,Ford,Ford Figo,2011,Petrol ZXI,14900.0,15.6,1196.0,3.0,Kolkata
Petrol,19392,Automatic,1,Maruti,Maruti Alto K10,2016,VXI AMT,32400.000000000004,23.95,998.0,3.0,Kolkata
Petrol,9522,Manual,1,Maruti,Maruti Alto 800,2021,VXI BSVI,35600.0,22.05,796.0,3.0,Kolkata
Petrol,28880,Manual,1,Honda,Honda Amaze,2014,S i-Vtech,29500.0,18.0,1198.0,3.0,Kolkata
Petrol,19003,Manual,1,Chevrolet,Chevrolet Beat,2016,PS,23000.0,18.6,1199.0,3.0,Kolkata
Petrol,28329,Manual,1,Maruti,Maruti Alto 800,2016,LXI,26800.0,22.74,796.0,3.0,Kolkata
Petrol,9326,Manual,1,Hyundai,Hyundai i20,2022,Magna BSVI,69000.0,21.0,1197.0,3.0,Kolkata
Petrol,47584,Manual,1,Maruti,Maruti Swift,2020,VXI,54900.0,21.21,1197.0,3.0,Kolkata
Petrol,10000,Manual,2,Kia,Kia Seltos,2022,GTX Plus,160000.0,16.5,1353.0,5.0,Kolkata
Petrol,24021,Manual,1,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,48700.0,18.9,1197.0,3.0,Kolkata
Petrol,44094,Manual,2,Maruti,Maruti Alto K10,2019,VXI,30200.0,23.95,998.0,3.0,Kolkata
Diesel,45107,Automatic,1,Jeep,Jeep Compass,2020,2.0 Limited Plus AT,175000.0,17.1,1956.0,5.0,Kolkata
Petrol,9470,Automatic,1,Maruti,Maruti Swift Dzire,2015,VXi AT,42500.0,18.5,1197.0,3.0,Kolkata
Diesel,125000,Manual,1,Toyota,Toyota Innova,2007,2.5 VX (Diesel) 8 Seater,28400.0,12.99,2494.0,8.0,Kolkata
Petrol,7000,Manual,1,Maruti,Maruti S-Presso,2021,VXI 2019-2022,43000.0,21.7,998.0,3.0,Kolkata
Diesel,73000,Manual,1,Maruti,Maruti Baleno,2018,1.3 Sigma,44500.0,27.39,1248.0,3.0,Kolkata
Petrol,11000,Manual,1,Maruti,Maruti Brezza,2022,Zxi Plus DT BSVI,119900.0,19.89,1462.0,5.0,Kolkata
Petrol,30000,Manual,1,Hyundai,Hyundai i10,2010,Sportz 1.2,17000.0,20.36,1197.0,5.0,Kolkata
Diesel,35500,Manual,1,Nissan,Nissan Terrano,2013,XL 85 PS,35000.0,20.45,1461.0,3.0,Kolkata
Petrol,10000,Automatic,1,Maruti,Maruti Swift,2019,AMT VXI BSIV,52500.0,22.0,1197.0,3.0,Kolkata
Diesel,43000,Manual,2,Hyundai,Hyundai Grand i10,2017,1.2 CRDi Sportz Option,38500.0,24.0,1186.0,3.0,Kolkata
Cng,34144,Manual,1,Maruti,Maruti Wagon R,2021,CNG LXI Opt,49800.00000000001,32.52,998.0,3.0,Kolkata
Petrol,6669,Manual,1,Hyundai,Hyundai Grand i10 Nios,2021,Sportz,62500.0,20.7,1197.0,5.0,Kolkata
Petrol,22618,Manual,1,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,49400.00000000001,18.9,1197.0,3.0,Kolkata
Cng,27042,Manual,1,Maruti,Maruti Wagon R,2019,CNG LXI,46200.0,32.52,998.0,3.0,Kolkata
Petrol,38224,Manual,1,Hyundai,Hyundai Creta,2016,1.6 VTVT SX Plus,71000.0,13.0,1591.0,5.0,Kolkata
Petrol,23379,Automatic,1,Honda,Honda City,2018,i-VTEC CVT ZX,88900.0,18.0,1497.0,5.0,Kolkata
Diesel,47000,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,200 CDI Sport,209899.99999999997,17.9,2143.0,5.0,Kolkata
Petrol,21388,Manual,1,Maruti,Maruti Alto 800,2019,LXI,30400.0,22.05,796.0,3.0,Kolkata
Petrol,23005,Manual,1,Maruti,Maruti Wagon R,2015,LXI BSIII,30800.0,18.9,998.0,3.0,Kolkata
Petrol,7308,Automatic,1,Hyundai,Hyundai Elantra,2021,VTVT SX Option AT,155000.0,14.62,1999.0,5.0,Kolkata
