it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,imgUrl,heading,description,Registration Year,Insurance_Type,Fuel,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year_of_manufacture,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Mileage,Engine_spec,Power,Torque,wheel_dimension,seater,City
0,Petrol,Hatchback,"1,04,590",Manual,1,1st Owner,Maruti,Maruti Baleno,2020,6779,Zeta,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2020,Not Available,Petrol,5 Seats,"1,04,590 Kms",RJ23,First Owner,1197 cc,Manual,2020.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,21.01 kmpl,1197 CC,81.80bhp,113Nm,R16,5,Jaipur
0,Petrol,Sedan,"57,794",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2021,7710,ZXI BSVI,₹ 7.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2021,Not Available,Petrol,5 Seats,"57,794 Kms",RJ07,First Owner,1197 cc,Manual,2021.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,22.41 kmpl,1197 CC,88.50bhp,113Nm,15,5,Jaipur
0,Diesel,SUV,"1,05,072",Manual,1,1st Owner,Ford,Ford Ecosport,2015,908,1.5 DV5 MT Titanium,₹ 4.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2015,Not Available,Diesel,5 Seats,"1,05,072 Kms",HR26,First Owner,1498 cc,Manual,2015.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,22.7 kmpl,1498 CC,89.84bhp,204Nm,16,5,Jaipur
0,Petrol,Sedan,"1,76,550",Manual,3,3rd Owner,Honda,Honda Civic,2007,1300,1.8 S MT,₹ 1.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2007,Not Available,Petrol,5 Seats,"1,76,550 Kms",RJ14,Third Owner,1799 cc,Manual,2007.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,13.5 kmpl,1799 CC,130bhp,172Nm,15,5,Jaipur
0,Diesel,Sedan,"52,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2016,1846,1.6 CRDi SX,₹ 7.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2016,Comprehensive,Diesel,5 Seats,"52,000 Kms",RJ14,First Owner,1582 cc,Manual,2016.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,23.9 kmpl,1582 CC,126.2bhp,259.9Nm,16,5,Jaipur
0,Petrol,Hatchback,"26,124",Manual,1,1st Owner,Tata,Tata Altroz,2020,7247,XE BSVI,₹ 4.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2020,Not Available,Petrol,5 Seats,"26,124 Kms",RJ45,First Owner,1199 cc,Manual,2020.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,,19.33 kmpl,1199 CC,86.83bhp,113Nm,5,,Jaipur
0,Petrol,Sedan,"35,925",Manual,1,1st Owner,Maruti,Maruti Ciaz,2018,5722,1.4 Delta,₹ 7.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2019,Not Available,Petrol,5 Seats,"35,925 Kms",RJ45,First Owner,1373 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,20.73 kmpl,1373 CC,91.1bhp,130Nm,5,,Jaipur
0,Petrol,Sedan,"64,816",Manual,2,2nd Owner,Mahindra Renault,Mahindra Renault Logan,2008,4763,1.6 GLS Petrol,"₹ 73,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2008,Not Available,Petrol,5 Seats,"64,816 Kms",RJ45,Second Owner,1598 cc,Manual,2008.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Child Safety Locks,Cd Player,13 kmpl,1598 CC,84.5,13,14,5,Jaipur
0,Diesel,MUV,"92,701",Manual,4,4th Owner,Mahindra,Mahindra Bolero,2008,3507,SLX 2WD,₹ 1.08 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2008,Not Available,Diesel,7 Seats,"92,701 Kms",RJ14,Fourth Owner,2523 cc,Manual,2008.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Passenger Side Rear View Mirror,Cd Player,13.6 kmpl,2523 CC,63 HP at 3200 rpm,180 Nm at 1440-1500rpm,15,7,Jaipur
0,Petrol,Hatchback,"38,439",Manual,1,1st Owner,Maruti,Maruti Celerio,2019,10357,ZXI,₹ 4.19 Lakh,₹ 5.06 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2020,Third Party insurance,Petrol,5 Seats,"38,439 Kms",RJ51,First Owner,998 cc,Manual,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,25.24 kmpl,998 CC,65.71bhp,89Nm,5,,Jaipur
0,Petrol,SUV,"45,531",Manual,1,1st Owner,Ford,Ford Ecosport,2017,888,1.5 Ti VCT MT Titanium BSIV,₹ 5.49 Lakh,₹ 5.84 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2017,Comprehensive,Petrol,5 Seats,"45,531 Kms",RJ14,First Owner,1499 cc,Manual,2017.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,15.85 kmpl,1499 CC,110.4bhp,140Nm,16,5,Jaipur
0,Petrol,Sedan,"33,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2021,7709,VXI BSVI,₹ 7.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2021,Comprehensive,Petrol,5 Seats,"33,000 Kms",RJ12,First Owner,1197 cc,Manual,2021.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,22.41 kmpl,1197 CC,88.50bhp,113Nm,5,,Jaipur
0,Petrol,Hatchback,"71,098",Manual,2,2nd Owner,Maruti,Maruti Swift,2015,10403,VXI,₹ 4.26 Lakh,₹ 5.07 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2015,Comprehensive,Petrol,5 Seats,"71,098 Kms",RJ29,Second Owner,1197 cc,Manual,2015.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,22.38 kmpl,1197 CC,88.50bhp,113Nm,5,,Jaipur
0,Diesel,SUV,"99,432",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2014,3822,W6 2WD,₹ 6.33 Lakh,₹ 6.57 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2014,Comprehensive,Diesel,7 Seats,"99,432 Kms",RJ14,First Owner,2179 cc,Manual,2014.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,15.1 kmpl,2179 CC,140bhp,330Nm,7,,Jaipur
0,Petrol,Sedan,"44,777",Manual,2,2nd Owner,Maruti,Maruti Esteem,2005,4068,LX - BSII,₹ 1.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2005,Not Available,Petrol,5 Seats,"44,777 Kms",RJ14,Second Owner,1298 cc,Manual,2005.0,,,,,,,,,,15.9 kmpl,1298 CC,13,5,,,Jaipur
0,Petrol,Hatchback,"24,068",Automatic,2,2nd Owner,Renault,Renault KWID,2020,7433,1.0 RXT AMT Opt,₹ 4.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2021,Not Available,Petrol,5 Seats,"24,068 Kms",RJ45,Second Owner,999 cc,Automatic,2020.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,22 kmpl,999 CC,67bhp,91Nm,5,,Jaipur
0,Diesel,Hatchback,"85,445",Manual,3,3rd Owner,Ford,Ford Figo,2013,1040,Diesel EXI,₹ 2.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2013,Not Available,Diesel,5 Seats,"85,445 Kms",RJ14,Third Owner,1399 cc,Manual,2013.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,Cd Player,20 kmpl,1399 CC,68.05bhp,160Nm,5,,Jaipur
0,Diesel,Sedan,"1,12,097",Automatic,4,4th Owner,Volkswagen,Volkswagen Jetta,2008,1910,1.9 Highline TDI,₹ 4.77 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2009,Not Available,Diesel,5 Seats,"1,12,097 Kms",RJ14,Fourth Owner,1896 cc,Automatic,2008.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,15.5 kmpl,1896 CC,105 ,25.5 ,16,5,Jaipur
0,Diesel,Hatchback,"80,008",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2017,1528,CRDi Sportz,₹ 4.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2018,Not Available,Diesel,5 Seats,"80,008 Kms",RJ14,First Owner,1120 cc,Manual,2017.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player,24 kmpl,1120 CC,70bhp,160Nm,5,,Jaipur
0,Diesel,Sedan,"96,496",Manual,2,2nd Owner,Volkswagen,Volkswagen Vento,2013,2011,Diesel Highline,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2014,Not Available,Diesel,5 Seats,"96,496 Kms",PB22,Second Owner,1598 cc,Manual,2013.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,20.54 kmpl,1598 CC,103.6bhp,250Nm,15,5,Jaipur
0,Diesel,SUV,"75,744",Manual,1,1st Owner,Nissan,Nissan Terrano,2014,3362,XV 110 PS,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2014,Not Available,Diesel,5 Seats,"75,744 Kms",RJ14,First Owner,1461 cc,Manual,2014.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,19.01 kmpl,1461 CC,108.5bhp,248Nm,16,5,Jaipur
0,Diesel,Hatchback,"70,000",Automatic,1,1st Owner,Maruti,Maruti Ignis,2017,5561,1.3 AMT Zeta,₹ 5.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2017,Comprehensive,Diesel,5 Seats,"70,000 Kms",RJ14,First Owner,1248 cc,Automatic,2017.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,26.8 kmpl,1248 CC,74bhp,190Nm,15,5,Jaipur
0,Diesel,Hatchback,"85,000",Manual,1,1st Owner,Hyundai,Hyundai i20 Active,2015,6379,SX Diesel,₹ 5.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2015,Comprehensive,Diesel,5 Seats,"85,000 Kms",RJ14,First Owner,1396 cc,Manual,2015.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,21.19 kmpl,1396 CC,88.76bhp,219.66nm,16,5,Jaipur
0,Petrol,Hatchback,"15,092",Manual,1,1st Owner,Maruti,Maruti Alto 800,2022,7075,VXI BSVI,₹ 4.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2022,Not Available,Petrol,5 Seats,"15,092 Kms",RJ45,First Owner,796 cc,Manual,2022.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,22.05 kmpl,796 CC,47.33bhp,69Nm,5,,Jaipur
0,Petrol,Sedan,"1,17,131",Manual,3,3rd Owner,Honda,Honda Amaze,2014,1165,SX i-VTEC,₹ 3.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2014,Not Available,Petrol,5 Seats,"1,17,131 Kms",RJ36,Third Owner,1198 cc,Manual,2014.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,18 kmpl,1198 CC,86.7bhp,109Nm,5,,Jaipur
0,Petrol,Hatchback,"32,802",Automatic,2,2nd Owner,Maruti,Maruti Wagon R Stingray,2016,4371,AMT VXI,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2016,Not Available,Petrol,5 Seats,"32,802 Kms",RJ14,Second Owner,998 cc,Automatic,2016.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Radio,20.51 kmpl,998 CC,67.04bhp,90Nm,14,5,Jaipur
0,Petrol,Hatchback,"39,201",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,3970,1.2 Alpha,₹ 6.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2016,Not Available,Petrol,5 Seats,"39,201 Kms",RJ14,First Owner,1197 cc,Manual,2016.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,21.4 kmpl,1197 CC,83.1bhp,115Nm,16,5,Jaipur
0,Diesel,SUV,"1,01,884",Automatic,1,1st Owner,Kia,Kia Seltos,2019,7119,HTX Plus AT D,₹ 12.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2019,Not Available,Diesel,5 Seats,"1,01,884 Kms",RJ45,First Owner,1493 cc,Automatic,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,17.8 kmpl,1493 CC,113.4bhp,250nm,R17,5,Jaipur
0,Diesel,Hatchback,"1,52,702",Manual,2,2nd Owner,Maruti,Maruti Swift,2014,4164,VDI BSIV,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2014,Not Available,Diesel,5 Seats,"1,52,702 Kms",RJ23,Second Owner,1248 cc,Manual,2014.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,25.2 kmpl,1248 CC,74bhp,190Nm,5,,Jaipur
0,Petrol,Hatchback,"74,729",Manual,1,1st Owner,Hyundai,Hyundai EON,2014,1503,Magna Plus,₹ 2.10 Lakh,₹ 2.25 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2014,Third Party,Petrol,5 Seats,"74,729 Kms",RJ14,First Owner,814 cc,Manual,2014.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,Radio,21.1 kmpl,814 CC,55.2bhp,74.5Nm,5,,Jaipur
0,Petrol,SUV,"9,009",Manual,1,1st Owner,Tata,Tata Nexon,2022,8496,XZ Plus Dark Edition BSVI,₹ 9.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2022,Not Available,Petrol,5 Seats,"9,009 Kms",RJ45,First Owner,1199 cc,Manual,2022.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Power Adjustable Exterior Rear View Mirror,Electric Folding Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,17.33 kmpl,1199 CC,118.35bhp,170Nm,16,5,Jaipur
0,Petrol,SUV,"10,785",Manual,1,1st Owner,Maruti,Maruti SX4 S Cross,2020,7935,Alpha,₹ 10.59 Lakh,₹ 12.25 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2020,Zero Dep,Petrol,5 Seats,"10,785 Kms",RJ02,First Owner,1462 cc,Manual,2020.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,18.55 kmpl,1462 CC,103.25bhp,138Nm,16,5,Jaipur
0,Petrol,Hatchback,"85,374",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2017,5605,1.2 Kappa Sportz Option,₹ 4.26 Lakh,₹ 4.95 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2017,Third Party insurance,Petrol,5 Seats,"85,374 Kms",RJ14,First Owner,1197 cc,Manual,2017.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,18.9 kmpl,1197 CC,81.86bhp,113.75nm,5,,Jaipur
0,Petrol,Hatchback,"36,495",Manual,1,1st Owner,Hyundai,Hyundai i10,2011,1568,Magna,₹ 1.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2011,Not Available,Petrol,5 Seats,"36,495 Kms",RJ14,First Owner,1197 cc,Manual,2011.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Manually Adjustable Exterior Rear View Mirror,Power Antenna,Centeral Locking,Day Night Rear View Mirror,,20.36 kmpl,1197 CC,78.9bhp,111.7Nm,13,5,Jaipur
0,Diesel,Hatchback,"57,095",Manual,2,2nd Owner,Volkswagen,Volkswagen Polo,2012,1953,Diesel Comfortline 1.2L,₹ 2.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2012,Not Available,Diesel,5 Seats,"57,095 Kms",RJ45,Second Owner,1199 cc,Manual,2012.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,22.07 kmpl,1199 CC,73.9bhp,180Nm,15,5,Jaipur
0,Diesel,Hatchback,"20,199",Manual,1,1st Owner,Hyundai,Hyundai i20,2022,8156,Sportz Diesel,₹ 10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2022,Not Available,Diesel,5 Seats,"20,199 Kms",RJ45,First Owner,1493 cc,Manual,2022.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,25 kmpl,1493 CC,98.63bhp,240.26nm,5,,Jaipur
0,Petrol,Hatchback,"1,782",Manual,1,1st Owner,Renault,Renault KWID,2022,8914,1.0 RXT BSVI,₹ 5.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2022,Not Available,Petrol,5 Seats,"1,782 Kms",RJ45,First Owner,999 cc,Manual,2022.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,21.46 kmpl,999 CC,67.06bhp,91Nm,5,,Jaipur
0,Petrol,SUV,"1,82,946",Manual,1,1st Owner,Hyundai,Hyundai Creta,2017,5362,1.6 VTVT E Plus,₹ 7 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2017,Not Available,Petrol,5 Seats,"1,82,946 Kms",RJ14,First Owner,1591 cc,Manual,2017.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,15.29 kmpl,1591 CC,121.3bhp,151Nm,5,,Jaipur
0,Petrol,Hatchback,"20,685",Manual,1,1st Owner,Renault,Renault KWID,2019,5093,RXL,₹ 2.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2019,Not Available,Petrol,5 Seats,"20,685 Kms",RJ45,First Owner,799 cc,Manual,2019.0,Power Steering,Low Fuel Warning Light,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Child Safety Locks,Radio,25.17 kmpl,799 CC,53.3bhp,72Nm,5,,Jaipur
0,Petrol,Hatchback,"51,284",Manual,1,1st Owner,Hyundai,Hyundai EON,2015,1503,Magna Plus,₹ 2.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2015,Not Available,Petrol,5 Seats,"51,284 Kms",RJ14,First Owner,814 cc,Manual,2015.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,Radio,21.1 kmpl,814 CC,55.2bhp,74.5Nm,5,,Jaipur
0,Petrol,MUV,"83,000",Manual,1,1st Owner,Maruti,Maruti Ertiga,2020,6697,VXI Petrol,₹ 8.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2020,Comprehensive,Petrol,7 Seats,"83,000 Kms",RJ14,First Owner,1462 cc,Manual,2020.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,19.34 kmpl,1462 CC,103bhp,138Nm,7,,Jaipur
0,Petrol,Hatchback,"36,661",Manual,1,1st Owner,Maruti,Maruti Alto 800,2019,3925,VXI,₹ 3.22 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2019,Not Available,Petrol,5 Seats,"36,661 Kms",RJ45,First Owner,796 cc,Manual,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,Cd Player,24.7 kmpl,796 CC,47.3bhp,69Nm,5,,Jaipur
0,Petrol,SUV,"44,143",Manual,1,1st Owner,Mahindra,Mahindra Thar,2022,7960,LX 4-Str Hard Top BSVI,₹ 14 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2022,Not Available,Petrol,4 Seats,"44,143 Kms",RJ45,First Owner,1997 cc,Manual,2022.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,15.2 kmpl,1997 CC,150bhp,300Nm,18,4,Jaipur
0,Petrol,Sedan,"1,08,168",Manual,4,4th Owner,Honda,Honda City,2006,1289,EXi,₹ 1.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2006,Not Available,Petrol,5 Seats,"1,08,168 Kms",RJ14,Fourth Owner,1497 cc,Manual,2006.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Cd Player,17.7 kmpl,1497 CC,78 ,12.7 ,14,5,Jaipur
0,Petrol,Hatchback,"69,475",Automatic,1,1st Owner,Maruti,Maruti Alto K10,2018,3954,VXI AGS Optional,₹ 3.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2018,Not Available,Petrol,5 Seats,"69,475 Kms",RJ47,First Owner,998 cc,Automatic,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,23.95 kmpl,998 CC,67.1bhp,90Nm,5,,Jaipur
0,Diesel,SUV,"96,294",Manual,2,2nd Owner,Mahindra,Mahindra XUV500,2013,3822,W6 2WD,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2013,Not Available,Diesel,7 Seats,"96,294 Kms",RJ14,Second Owner,2179 cc,Manual,2013.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,15.1 kmpl,2179 CC,140bhp,330Nm,7,,Jaipur
