it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,imgUrl,heading,description,Registration Year,Insurance_Type,Fuel,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year_of_manufacture,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Mileage,Engine_spec,Power,Torque,wheel_dimension,seater,City
0,Petrol,Hatchback,"1,00,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2016,4310,VXI BS IV,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2016,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",RJ14,First Owner,998 cc,Manual,2016.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player,20.51 kmpl,998 CC,67.04bhp,90Nm,5,,Jaipur
0,Petrol,Sedan,"41,521",Automatic,1,1st Owner,Skoda,Skoda Octavia,2019,7203,1.8 TSI AT Onyx,₹ 21.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2019,Comprehensive,Petrol,5 Seats,"41,521 Kms",RJ45,First Owner,1798 cc,Automatic,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,15.1 kmpl,1798 CC,177bhp,250Nm,16,5,Jaipur
0,Petrol,SUV,"76,065",Manual,2,2nd Owner,Tata,Tata Nexon,2019,5994,1.2 Revotron XZ Plus,₹ 7.23 Lakh,₹ 7.38 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2019,Comprehensive,Petrol,5 Seats,"76,065 Kms",RJ21,Second Owner,1198 cc,Manual,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,17 kmpl,1198 CC,108.5bhp,170Nm,16,5,Jaipur
0,Diesel,SUV,"1,20,000",Manual,3,3rd Owner,Mitsubishi,Mitsubishi Pajero,2007,3440,2.8 GLX CRZ,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2007,Third Party insurance,Diesel,6 Seats,"1,20,000 Kms",Third Owner,2835 cc,Manual,2007,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,10.5 kmpl,2835 CC,107.2bhp,275Nm,15,6,Jaipur
0,Petrol,Hatchback,"9,909",Manual,2,2nd Owner,Maruti,Maruti Baleno,2022,8817,Zeta BSVI,₹ 7.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2023,Zero Dep,Petrol,5 Seats,"9,909 Kms",RJ51,Second Owner,1197 cc,Manual,2022.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,22.35 kmpl,1197 CC,88.50bhp,113Nm,16,5,Jaipur
0,Petrol,Sedan,"37,811",Manual,2,2nd Owner,Honda,Honda City,2018,5628,i-VTEC VX,₹ 7.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2018,Third Party,Petrol,5 Seats,"37,811 Kms",RJ01,Second Owner,1497 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,17.4 kmpl,1497 CC,117.6bhp,145Nm,16,5,Jaipur
0,Diesel,Sedan,"60,000",Manual,3,3rd Owner,Tata,Tata Manza,2014,2768,Club Class Quadrajet90 LX,₹ 2.52 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"60,000 Kms",Third Owner,1248 cc,Manual,2014,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Rear,Centeral Locking,Power Door Locks,Cd Player,21.02 kmpl,1248 CC,88.76bhp,200Nm,5,,Jaipur
0,Diesel,Sedan,"1,20,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Vento,2015,2040,1.5 TDI Highline,₹ 6.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",Second Owner,1498 cc,Manual,2015,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,20.34 kmpl,1498 CC,103.2bhp,250Nm,15,5,Jaipur
0,Diesel,Sedan,"42,840",Automatic,1,1st Owner,Audi,Audi A3,2015,5741,35 TDI Technology,₹ 21.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2016,Comprehensive,Diesel,5 Seats,"42,840 Kms",RJ01,First Owner,1968 cc,Automatic,2015.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,20.38 kmpl,1968 CC,143bhp,320Nm,17,5,Jaipur
0,Petrol,SUV,"60,000",Manual,1,1st Owner,Mahindra,Mahindra XUV300,2019,6794,W8 BSIV,₹ 10.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Petrol,5 Seats,"60,000 Kms",First Owner,1197 cc,Manual,2019,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,17 kmpl,1197 CC,110bhp,200Nm,17,5,Jaipur
0,Diesel,Hatchback,"1,20,000",Manual,1,1st Owner,Tata,Tata Indica,2013,2608,Aqua 1.3 Quadrajet (ABS),₹ 2 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",UP14,First Owner,1248 cc,Manual,2013.0,Power Steering,Power Windows Front,Fog Lights Front,Power Adjustable Exterior Rear View Mirror,Cd Player,Radio,,,,18 kmpl,1248 CC,14,5,,,Jaipur
0,Petrol,Hatchback,"70,000",Manual,2,2nd Owner,Maruti,Maruti Swift,2018,7059,ZXI Plus,₹ 6.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2018,Comprehensive,Petrol,5 Seats,"70,000 Kms",RJ07,Second Owner,1197 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,21.21 kmpl,1197 CC,81.80bhp,113Nm,R15,5,Jaipur
0,Petrol,SUV,"8,401",Automatic,1,1st Owner,MG,MG Astor,2022,8646,Smart CVT BSVI,₹ 14.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2022,Third Party insurance,Petrol,5 Seats,"8,401 Kms",RJ02,First Owner,1498 cc,Automatic,2022.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,14.82 kmpl,1498 CC,108.49bhp,144Nm,17,5,Jaipur
0,Petrol,MUV,"16,275",Automatic,1,1st Owner,Kia,Kia Carens,2022,8788,Luxury Plus Turbo DCT 6 STR 2022-2023,₹ 17.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2022,Comprehensive,Petrol,6 Seats,"16,275 Kms",RJ19,First Owner,1353 cc,Automatic,2022.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,16.5 kmpl,1353 CC,138.05bhp,242nm,16,6,Jaipur
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Ford,Ford Ecosport,2019,6086,1.5 Petrol Trend BSIV,₹ 6.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Petrol,5 Seats,"30,000 Kms",MP17,First Owner,1497 cc,Manual,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,17 kmpl,1497 CC,121.36bhp,150Nm,5,,Jaipur
0,Petrol,SUV,"22,289",Manual,1,1st Owner,Kia,Kia Seltos,2021,7107,HTX G,₹ 14.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2021,Comprehensive,Petrol,5 Seats,"22,289 Kms",RJ19,First Owner,1497 cc,Manual,2021.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,16.8 kmpl,1497 CC,113.43bhp,144Nm,17,5,Jaipur
0,Petrol,Hatchback,"70,123",Manual,1,1st Owner,Renault,Renault KWID,2018,5982,1.0 RXL 02 Anniversary Edition,₹ 2.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2018,Third Party,Petrol,5 Seats,"70,123 Kms",RJ14,First Owner,999 cc,Manual,2018.0,Power Steering,Low Fuel Warning Light,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Child Safety Locks,Passenger Side Rear View Mirror,Radio,23.01 kmpl,999 CC,67bhp,91Nm,5,,Jaipur
0,Petrol,MUV,"50,123",Manual,1,1st Owner,Renault,Renault Triber,2019,7420,RXT BSVI,₹ 5.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2019,Comprehensive,Petrol,7 Seats,"50,123 Kms",RJ14,First Owner,999 cc,Manual,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,20 kmpl,999 CC,71.01bhp,96Nm,7,,Jaipur
0,Petrol,Hatchback,"70,123",Automatic,1,1st Owner,Maruti,Maruti Celerio,2018,7362,ZXI AMT Optional,₹ 4.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2018,Comprehensive,Petrol,5 Seats,"70,123 Kms",RJ14,First Owner,998 cc,Automatic,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,21.63 kmpl,998 CC,67.05bhp,90Nm,5,,Jaipur
0,Petrol,Hatchback,"1,00,000",Manual,3,3rd Owner,Hyundai,Hyundai EON,2016,1502,Era Plus,₹ 2.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2016,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",RJ10,Third Owner,814 cc,Manual,2016.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Child Safety Locks,Driver Air Bag,,21.1 kmpl,814 CC,55.2bhp,74.5Nm,5,,Jaipur
0,Diesel,SUV,"1,10,000",Manual,3,3rd Owner,Mahindra,Mahindra XUV500,2014,3824,W8 4WD,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,7 Seats,"1,10,000 Kms",UK06,Third Owner,2179 cc,Manual,2014.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,15.1 kmpl,2179 CC,140bhp,330Nm,17,7,Jaipur
0,Diesel,Sedan,"99,643",Manual,1,1st Owner,Volkswagen,Volkswagen Ameo,2017,6307,1.5 TDI Highline Plus,₹ 5.74 Lakh,₹ 6.37 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2017,Third Party,Diesel,5 Seats,"99,643 Kms",RJ14,First Owner,1498 cc,Manual,2017.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,21.66 kmpl,1498 CC,108.62bhp,250Nm,16,5,Jaipur
0,Petrol,SUV,"1,03,116",Manual,1,1st Owner,Honda,Honda WR-V,2017,5668,i-VTEC VX,₹ 5.89 Lakh,₹ 6.46 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2017,Zero Dep,Petrol,5 Seats,"1,03,116 Kms",RJ14,First Owner,1199 cc,Manual,2017.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,17.5 kmpl,1199 CC,88.7bhp,110Nm,16,5,Jaipur
0,Diesel,Sedan,"1,20,000",Manual,1,1st Owner,Chevrolet,Chevrolet Sail,2017,545,1.3 Base,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",RJ14,First Owner,1248 cc,Manual,2017.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Child Safety Locks,Day Night Rear View Mirror,,22.1 kmpl,1248 CC,74bhp,190Nm,5,,Jaipur
0,Petrol,Hatchback,"43,202",Automatic,1,1st Owner,Maruti,Maruti Alto K10,2017,3954,VXI AGS Optional,₹ 3.77 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2017,Comprehensive,Petrol,5 Seats,"43,202 Kms",RJ29,First Owner,998 cc,Automatic,2017.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,23.95 kmpl,998 CC,67.1bhp,90Nm,5,,Jaipur
0,Petrol,Sedan,"57,671",Manual,1,1st Owner,Volkswagen,Volkswagen Ameo,2017,6305,1.2 MPI Highline Plus,₹ 5.44 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2018,Comprehensive,Petrol,5 Seats,"57,671 Kms",RJ14,First Owner,1198 cc,Manual,2017.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17 kmpl,1198 CC,73.75bhp,110Nm,16,5,Jaipur
0,Petrol,Hatchback,"70,000",Manual,3,3rd Owner,Hyundai,Hyundai EON,2014,5548,1.0 Era Plus,₹ 2.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2014,Comprehensive,Petrol,5 Seats,"70,000 Kms",RJ41,Third Owner,998 cc,Manual,2014.0,Power Steering,Remote Trunk Opener,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Child Safety Locks,Day Night Rear View Mirror,,20.3 kmpl,998 CC,68.05bhp,94.14Nm,5,,Jaipur
0,Petrol,SUV,"40,000",Automatic,1,1st Owner,MG,MG Hector Plus,2021,8344,Sharp CVT,₹ 17 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2021,Third Party insurance,Petrol,6 Seats,"40,000 Kms",RJ14,First Owner,1451 cc,Automatic,2021.0,Power Windows Front,Power Windows Rear,Leather Seats,Leather Steering Wheel,Fog Lights Front,Fog Lights Rear,Anti Lock Braking System,Brake Assist,Radio,16.56 kmpl,1451 CC,141bhp,250nm,18,6,Jaipur
0,Petrol,Sedan,"60,000",Manual,2,2nd Owner,Maruti,Maruti Ciaz,2017,5724,1.4 Alpha,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Petrol,5 Seats,"60,000 Kms",RJ14,Second Owner,1373 cc,Manual,2017.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,20.73 kmpl,1373 CC,91.1bhp,130Nm,16,5,Jaipur
0,Petrol,SUV,"60,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2021,7568,VXI,₹ 8.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2021,Third Party insurance,Petrol,5 Seats,"60,000 Kms",RJ45,First Owner,1462 cc,Manual,2021.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,17.03 kmpl,1462 CC,103.26bhp,138nm,5,,Jaipur
0,Diesel,Sedan,"74,700",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz CLA,2019,4549,200 CDI Sport,₹ 24.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2019,Comprehensive,Diesel,5 Seats,"74,700 Kms",RJ36,First Owner,2143 cc,Automatic,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,17.9 kmpl,2143 CC,136bhp,300Nm,17,5,Jaipur
0,Diesel,Sedan,"1,10,000",Manual,3,3rd Owner,Maruti,Maruti Swift Dzire,2015,4209,VDI,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,5 Seats,"1,10,000 Kms",Third Owner,1248 cc,Manual,2015,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,26.59 kmpl,1248 CC,74bhp,190Nm,5,,Jaipur
0,Petrol,Hatchback,"1,00,000",Manual,4,4th Owner,Hyundai,Hyundai i10,2010,1589,Era 1.1,₹ 1.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",RJ02,Fourth Owner,1086 cc,Manual,2010.0,Power Steering,Remote Trunk Opener,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,,19.81 kmpl,1086 CC,68.05bhp,99.04Nm,5,,Jaipur
0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2020,7408,Delta BSVI,₹ 8 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,5 Seats,"60,000 Kms",First Owner,1462 cc,Manual,2020,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,20.65 kmpl,1462 CC,103.25bhp,138Nm,15,5,Jaipur
0,Diesel,SUV,"62,000",Manual,1,1st Owner,Jeep,Jeep Compass,2018,7660,2.0 Limited Plus,₹ 15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2018,Comprehensive,Diesel,5 Seats,"62,000 Kms",RJ13,First Owner,1956 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.1 kmpl,1956 CC,170.63bhp,350Nm,18,5,Jaipur
0,Diesel,SUV,"1,20,000",Automatic,2,2nd Owner,BMW,BMW X3,2012,353,xDrive20d,₹ 8.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2012,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",Second Owner,1995 cc,Automatic,2012,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,16.09 kmpl,1995 CC,184bhp,380Nm,17,5,Jaipur
0,Diesel,Sedan,"90,000",Manual,2,2nd Owner,Renault,Renault Scala,2014,5127,Diesel RxZ,₹ 2.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"90,000 Kms",DL8C,Second Owner,1461 cc,Manual,2014.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,21.64 kmpl,1461 CC,84.8bhp,200Nm,15,5,Jaipur
0,Diesel,Sedan,"1,20,000",Manual,3,3rd Owner,Hyundai,Hyundai Verna,2013,1833,1.6 CRDI,₹ 4.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",RJ14,Third Owner,1582 cc,Manual,2013.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,22.32 kmpl,1582 CC,126.3bhp,259.9Nm,15,5,Jaipur
0,Petrol,Sedan,"40,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2019,6551,Delta BSIV,₹ 7.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Petrol,5 Seats,"40,000 Kms",RJ45,First Owner,1462 cc,Manual,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,21.56 kmpl,1462 CC,103.25bhp,138Nm,15,5,Jaipur
0,Petrol,SUV,"60,000",Manual,2,2nd Owner,Maruti,Maruti Vitara Brezza,2020,7570,ZXI,₹ 9 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,5 Seats,"60,000 Kms",RJ45,Second Owner,1462 cc,Manual,2020.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,17.03 kmpl,1462 CC,103.26bhp,138nm,R16,5,Jaipur
0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2018,3969,1.2 Zeta,₹ 6.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Petrol,5 Seats,"50,000 Kms",RJ41,First Owner,1197 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,21.4 kmpl,1197 CC,83.1bhp,115Nm,16,5,Jaipur
0,Petrol,Hatchback,"42,811",Manual,1,1st Owner,Maruti,Maruti Baleno,2019,3969,1.2 Zeta,₹ 6.65 Lakh,₹ 7.07 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2019,Comprehensive,Petrol,5 Seats,"42,811 Kms",RJ45,First Owner,1197 cc,Manual,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,21.4 kmpl,1197 CC,83.1bhp,115Nm,16,5,Jaipur
0,Petrol,Hatchback,"82,558",Manual,1,1st Owner,Maruti,Maruti Celerio X,2018,6042,ZXI Option BSIV,₹ 4.53 Lakh,₹ 5.20 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2018,Zero Dep,Petrol,5 Seats,"82,558 Kms",RJ45,First Owner,998 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,21.63 kmpl,998 CC,67bhp,90Nm,R14,5,Jaipur
0,Petrol,Sedan,"40,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2019,6551,Delta BSIV,₹ 7.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Petrol,5 Seats,"40,000 Kms",RJ45,First Owner,1462 cc,Manual,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,21.56 kmpl,1462 CC,103.25bhp,138Nm,15,5,Jaipur
0,Diesel,SUV,"1,04,521",Manual,1,1st Owner,Ford,Ford Ecosport,2018,6093,1.5 Diesel Titanium BSIV,₹ 6.92 Lakh,₹ 7.48 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2018,Comprehensive,Diesel,5 Seats,"1,04,521 Kms",RJ01,First Owner,1498 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,23 kmpl,1498 CC,98.96bhp,205Nm,16,5,Jaipur
0,Petrol,Hatchback,"95,745",Manual,1,1st Owner,Maruti,Maruti Baleno,2018,3962,1.2 Delta,₹ 5.25 Lakh,₹ 5.51 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2018,Comprehensive,Petrol,5 Seats,"95,745 Kms",RJ05,First Owner,1197 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,21.4 kmpl,1197 CC,83.1bhp,115Nm,5,,Jaipur
0,Diesel,Hatchback,"78,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2018,1529,CRDi Magna,₹ 4.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2018,Third Party insurance,Diesel,5 Seats,"78,000 Kms",RJ14,First Owner,1120 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,,24 kmpl,1120 CC,70bhp,160Nm,5,,Jaipur
